CampID,Day,Time
3649,2,2020-07-21 11:40:02am
5110,3,2020-07-21 11:40:07am
2890,2,2020-07-21 11:40:09am
2634,2,2020-07-21 11:40:12am
2826,2,2020-07-21 11:40:17am
2132,2,2020-07-21 11:40:29am
2364,2,2020-07-21 11:40:31am
1973,2,2020-07-21 11:40:51am
2567,2,2020-07-21 11:40:54am
2312,2,2020-07-21 11:40:54am
2567,2,2020-07-21 11:41:00am
5107,2,2020-07-21 11:41:24am
2409,2,2020-07-21 11:41:41am
2409,2,2020-07-21 11:41:44am
3642,2,2020-07-21 11:41:59am
2101,2,2020-07-21 11:42:06am
3642,2,2020-07-21 11:42:09am
2115,2,2020-07-21 11:42:17am
3064,2,2020-07-21 11:42:18am
2446,2,2020-07-21 11:42:18am
2263,2,2020-07-21 11:43:06am
2035,2,2020-07-21 11:43:10am
2263,2,2020-07-21 11:43:38am
9053,1,2020-07-21 11:43:40am
9053,2,2020-07-21 11:43:43am
2891,2,2020-07-21 11:44:21am
3261,2,2020-07-21 11:46:04am
2025,2,2020-07-21 11:46:05am
2581,2,2020-07-21 11:46:06am
9053,2,2020-07-21 11:46:36am
2785,3,2020-07-21 11:47:03am
2785,2,2020-07-21 11:47:16am
2852,2,2020-07-21 11:47:49am
2852,2,2020-07-21 11:47:58am
2795,2,2020-07-21 11:48:02am
1964,2,2020-07-21 11:48:39am
2891,2,2020-07-21 11:48:52am
2843,2,2020-07-21 11:48:52am
3104,2,2020-07-21 11:48:52am
5006,3,2020-07-21 11:49:00am
3418,2,2020-07-21 11:49:23am
2517,2,2020-07-21 11:49:30am
1952,2,2020-07-21 11:49:35am
3659,2,2020-07-21 11:49:38am
3629,2,2020-07-21 11:49:39am
3659,2,2020-07-21 11:49:43am
3636,2,2020-07-21 11:49:50am
2465,2,2020-07-21 11:49:53am
2465,2,2020-07-21 11:49:55am
5006,2,2020-07-21 11:49:58am
2890,2,2020-07-21 11:50:05am
2465,2,2020-07-21 11:50:05am
1952,2,2020-07-21 11:50:07am
3400,2,2020-07-21 11:50:22am
5080,2,2020-07-21 11:50:23am
3416,2,2020-07-21 11:50:27am
2760,2,2020-07-21 11:50:31am
2110,2,2020-07-21 11:50:32am
2040,2,2020-07-21 11:50:41am
2221,2,2020-07-21 11:50:50am
5106,2,2020-07-21 11:50:52am
1978,2,2020-07-21 11:50:56am
2944,2,2020-07-21 11:51:09am
2442,2,2020-07-21 11:51:12am
2106,2,2020-07-21 11:51:17am
2214,2,2020-07-21 11:51:22am
3315,2,2020-07-21 11:51:22am
2634,2,2020-07-21 11:51:24am
2465,2,2020-07-21 11:51:35am
2465,2,2020-07-21 11:51:39am
2465,2,2020-07-21 11:51:44am
3005,2,2020-07-21 11:51:45am
3693,2,2020-07-21 11:51:47am
2450,2,2020-07-21 11:51:48am
2794,2,2020-07-21 11:51:51am
2465,2,2020-07-21 11:51:52am
3121,2,2020-07-21 11:52:03am
2465,2,2020-07-21 11:52:08am
3471,2,2020-07-21 11:52:13am
3115,2,2020-07-21 11:52:13am
3364,2,2020-07-21 11:52:16am
3115,2,2020-07-21 11:52:18am
2432,2,2020-07-21 11:52:25am
5144,2,2020-07-21 11:52:30am
2115,2,2020-07-21 11:52:32am
2775,2,2020-07-21 11:52:39am
5141,2,2020-07-21 11:52:42am
2701,2,2020-07-21 11:52:47am
3154,2,2020-07-21 11:52:48am
2775,2,2020-07-21 11:52:48am
2250,2,2020-07-21 11:52:49am
1952,2,2020-07-21 11:52:57am
3400,2,2020-07-21 11:52:58am
3400,2,2020-07-21 11:52:58am
2250,2,2020-07-21 11:53:00am
2250,2,2020-07-21 11:53:00am
5136,1,2020-07-21 11:53:04am
1982,2,2020-07-21 11:53:07am
2979,2,2020-07-21 11:53:07am
3347,2,2020-07-21 11:53:08am
2432,2,2020-07-21 11:53:33am
3023,2,2020-07-21 11:53:34am
2313,2,2020-07-21 11:53:34am
2945,2,2020-07-21 11:53:35am
2313,2,2020-07-21 11:53:37am
3308,2,2020-07-21 11:53:43am
2945,2,2020-07-21 11:53:43am
5141,2,2020-07-21 11:53:45am
2701,10,2020-07-21 11:53:46am
2891,2,2020-07-21 11:53:47am
2194,2,2020-07-21 11:53:51am
2701,9,2020-07-21 11:53:55am
2701,3,2020-07-21 11:54:02am
2925,2,2020-07-21 11:54:03am
5141,2,2020-07-21 11:54:09am
2852,2,2020-07-21 11:54:12am
2276,2,2020-07-21 11:54:16am
2313,2,2020-07-21 11:54:24am
3077,2,2020-07-21 11:54:28am
3077,2,2020-07-21 11:54:36am
9053,2,2020-07-21 11:54:40am
2428,2,2020-07-21 11:54:44am
3266,2,2020-07-21 11:54:48am
5098,2,2020-07-21 11:54:49am
2778,2,2020-07-21 11:54:50am
3471,2,2020-07-21 11:54:52am
2775,2,2020-07-21 11:54:53am
3239,2,2020-07-21 11:54:53am
5105,2,2020-07-21 11:54:57am
2230,2,2020-07-21 11:55:10am
5086,2,2020-07-21 11:55:18am
3400,2,2020-07-21 11:55:19am
2184,2,2020-07-21 11:55:22am
2612,2,2020-07-21 11:55:24am
2573,2,2020-07-21 11:55:25am
2389,2,2020-07-21 11:55:29am
2612,2,2020-07-21 11:55:29am
2206,2,2020-07-21 11:55:44am
3254,1,2020-07-21 11:55:59am
2612,3,2020-07-21 11:56:04am
5106,2,2020-07-21 11:56:14am
2612,2,2020-07-21 11:56:15am
2061,2,2020-07-21 11:56:16am
3620,2,2020-07-21 11:56:24am
5109,2,2020-07-21 11:56:26am
2581,2,2020-07-21 11:56:51am
2014,3,2020-07-21 11:56:52am
2111,2,2020-07-21 11:57:00am
2111,2,2020-07-21 11:57:03am
3583,2,2020-07-21 11:57:04am
3583,2,2020-07-21 11:57:05am
2380,2,2020-07-21 11:57:05am
3023,2,2020-07-21 11:57:18am
3023,2,2020-07-21 11:57:20am
2302,2,2020-07-21 11:57:21am
3642,2,2020-07-21 11:57:25am
2376,2,2020-07-21 11:57:26am
3642,2,2020-07-21 11:57:30am
2104,2,2020-07-21 11:57:31am
3671,2,2020-07-21 11:57:34am
2835,2,2020-07-21 11:57:36am
5053,2,2020-07-21 11:57:44am
5053,2,2020-07-21 11:57:45am
2104,2,2020-07-21 11:57:55am
1952,2,2020-07-21 11:57:56am
3023,1,2020-07-21 11:58:01am
2674,2,2020-07-21 11:58:08am
9065,2,2020-07-21 11:58:08am
2200,3,2020-07-21 11:58:11am
2104,2,2020-07-21 11:58:11am
2674,2,2020-07-21 11:58:14am
3313,2,2020-07-21 11:58:16am
2221,2,2020-07-21 11:58:26am
3118,2,2020-07-21 11:58:27am
2221,2,2020-07-21 11:58:29am
3313,2,2020-07-21 11:58:32am
2674,2,2020-07-21 11:58:33am
2674,2,2020-07-21 11:58:34am
2835,2,2020-07-21 11:58:41am
3313,2,2020-07-21 11:58:42am
1952,2,2020-07-21 11:58:44am
2052,2,2020-07-21 11:58:53am
3154,2,2020-07-21 11:58:54am
5002,2,2020-07-21 11:59:03am
5136,1,2020-07-21 11:59:06am
3313,2,2020-07-21 11:59:06am
2377,3,2020-07-21 11:59:08am
2110,2,2020-07-21 11:59:25am
2221,2,2020-07-21 11:59:26am
3648,2,2020-07-21 11:59:45am
3287,2,2020-07-21 11:59:49am
2827,2,2020-07-21 11:59:53am
5236,2,2020-07-21 11:59:55am
2053,2,2020-07-21 11:59:59am
3400,2,2020-07-21 12:00:07pm
2565,2,2020-07-21 12:00:29pm
5136,2,2020-07-21 12:00:33pm
3413,2,2020-07-21 12:00:39pm
2656,2,2020-07-21 12:00:42pm
2526,2,2020-07-21 12:00:47pm
2428,2,2020-07-21 12:00:50pm
2656,2,2020-07-21 12:00:51pm
1965,2,2020-07-21 12:00:55pm
3408,2,2020-07-21 12:00:57pm
2428,2,2020-07-21 12:01:02pm
3064,2,2020-07-21 12:01:03pm
5106,2,2020-07-21 12:01:09pm
3413,2,2020-07-21 12:01:12pm
3311,3,2020-07-21 12:01:14pm
2656,2,2020-07-21 12:01:19pm
5001,2,2020-07-21 12:01:20pm
5143,2,2020-07-21 12:01:27pm
2656,2,2020-07-21 12:01:29pm
3641,2,2020-07-21 12:01:37pm
2656,2,2020-07-21 12:01:44pm
5088,2,2020-07-21 12:01:49pm
2656,2,2020-07-21 12:01:53pm
2749,2,2020-07-21 12:02:02pm
3641,2,2020-07-21 12:02:08pm
5142,2,2020-07-21 12:02:11pm
2775,2,2020-07-21 12:02:16pm
5142,2,2020-07-21 12:02:18pm
2428,2,2020-07-21 12:02:18pm
2428,2,2020-07-21 12:02:18pm
2224,2,2020-07-21 12:02:21pm
2428,2,2020-07-21 12:02:26pm
2678,2,2020-07-21 12:02:27pm
3287,2,2020-07-21 12:02:32pm
3023,2,2020-07-21 12:02:39pm
2459,2,2020-07-21 12:02:49pm
1987,2,2020-07-21 12:03:05pm
3206,2,2020-07-21 12:03:20pm
3229,2,2020-07-21 12:03:21pm
2136,2,2020-07-21 12:03:25pm
3118,2,2020-07-21 12:03:27pm
2149,2,2020-07-21 12:03:36pm
3509,2,2020-07-21 12:03:40pm
2970,2,2020-07-21 12:03:43pm
3641,2,2020-07-21 12:03:43pm
3641,2,2020-07-21 12:03:46pm
2790,2,2020-07-21 12:03:52pm
3231,2,2020-07-21 12:04:02pm
3421,2,2020-07-21 12:04:20pm
3061,1,2020-07-21 12:04:34pm
3641,2,2020-07-21 12:04:34pm
2952,2,2020-07-21 12:04:40pm
2208,2,2020-07-21 12:04:44pm
2261,2,2020-07-21 12:04:59pm
2573,2,2020-07-21 12:05:44pm
3641,2,2020-07-21 12:06:15pm
3287,2,2020-07-21 12:06:25pm
3421,2,2020-07-21 12:06:33pm
3051,2,2020-07-21 12:06:34pm
3287,2,2020-07-21 12:06:42pm
3061,2,2020-07-21 12:06:44pm
2818,2,2020-07-21 12:06:59pm
2061,2,2020-07-21 12:07:00pm
2756,2,2020-07-21 12:07:12pm
2803,2,2020-07-21 12:07:19pm
3421,2,2020-07-21 12:07:34pm
3337,2,2020-07-21 12:07:36pm
3650,2,2020-07-21 12:07:45pm
3421,2,2020-07-21 12:07:47pm
2951,2,2020-07-21 12:07:54pm
3061,2,2020-07-21 12:08:00pm
2307,2,2020-07-21 12:08:10pm
2303,2,2020-07-21 12:08:13pm
2952,2,2020-07-21 12:08:20pm
3254,1,2020-07-21 12:08:58pm
2136,2,2020-07-21 12:09:00pm
3254,1,2020-07-21 12:09:03pm
3254,2,2020-07-21 12:09:23pm
3021,2,2020-07-21 12:09:38pm
2946,2,2020-07-21 12:09:56pm
3254,3,2020-07-21 12:10:39pm
3254,2,2020-07-21 12:10:45pm
9065,2,2020-07-21 12:11:17pm
2023,2,2020-07-21 12:11:21pm
2221,2,2020-07-21 12:11:33pm
4564,2,2020-07-21 12:11:43pm
2220,2,2020-07-21 12:11:47pm
2618,2,2020-07-21 12:12:25pm
2364,2,2020-07-21 12:13:01pm
2472,2,2020-07-21 12:13:12pm
3651,2,2020-07-21 12:14:13pm
3230,2,2020-07-21 12:14:23pm
3641,2,2020-07-21 12:14:31pm
3641,2,2020-07-21 12:15:02pm
3230,2,2020-07-21 12:15:06pm
3230,2,2020-07-21 12:15:56pm
3023,2,2020-07-21 12:15:58pm
3641,2,2020-07-21 12:16:21pm
5083,2,2020-07-21 12:16:41pm
3116,2,2020-07-21 12:16:56pm
5138,3,2020-07-21 12:19:43pm
2163.,2,2020-07-21 12:19:47pm
2434,2,2020-07-21 12:19:48pm
2163,2,2020-07-21 12:19:50pm
5138,2,2020-07-21 12:19:54pm
2230,2,2020-07-21 12:20:46pm
2527,2,2020-07-21 12:20:56pm
2519,2,2020-07-21 12:21:24pm
2307,2,2020-07-21 12:21:29pm
2901,2,2020-07-21 12:21:35pm
2307,2,2020-07-21 12:21:37pm
3641,2,2020-07-21 12:21:43pm
3641,2,2020-07-21 12:21:59pm
3641,2,2020-07-21 12:22:09pm
2214,2,2020-07-21 12:23:19pm
3291,3,2020-07-21 12:24:50pm
2810,2,2020-07-21 12:26:14pm
2194,2,2020-07-21 12:27:16pm
2303,2,2020-07-21 12:28:32pm
2303,2,2020-07-21 12:28:43pm
3605,1,2020-07-21 12:29:05pm
2581,2,2020-07-21 12:30:38pm
2220,2,2020-07-21 12:31:04pm
2101,2,2020-07-21 12:32:34pm
3583,2,2020-07-21 12:34:59pm
3583,2,2020-07-21 12:35:01pm
5109,2,2020-07-21 12:35:10pm
2791,2,2020-07-21 12:35:39pm
1991,2,2020-07-21 12:36:08pm
2781,3,2020-07-21 12:36:42pm
3583,2,2020-07-21 12:37:57pm
3583,2,2020-07-21 12:37:58pm
3583,2,2020-07-21 12:37:59pm
3583,2,2020-07-21 12:38:29pm
3239,1,2020-07-21 12:40:12pm
3254,2,2020-07-21 12:40:27pm
2013,3,2020-07-21 12:40:37pm
2013,2,2020-07-21 12:40:49pm
2307,2,2020-07-21 12:40:57pm
2013,2,2020-07-21 12:41:35pm
2307,2,2020-07-21 12:41:38pm
2307,2,2020-07-21 12:41:41pm
2013,2,2020-07-21 12:41:45pm
3400,2,2020-07-21 12:43:00pm
2726,2,2020-07-21 12:43:09pm
3230,2,2020-07-21 12:43:50pm
2822,2,2020-07-21 12:44:33pm
2891,2,2020-07-21 12:45:49pm
2465,2,2020-07-21 12:45:50pm
2465,2,2020-07-21 12:45:55pm
2891,2,2020-07-21 12:46:14pm
2033,2,2020-07-21 12:47:04pm
5141,2,2020-07-21 12:47:04pm
2115,2,2020-07-21 12:47:23pm
2930,2,2020-07-21 12:48:13pm
9053,2,2020-07-21 12:52:05pm
2203,2,2020-07-21 12:53:00pm
2010,2,2020-07-21 12:53:00pm
2573,2,2020-07-21 12:53:33pm
2149,2,2020-07-21 12:53:44pm
2033,2,2020-07-21 12:53:53pm
2302,2,2020-07-21 12:53:57pm
3219,2,2020-07-21 12:54:32pm
2632,2,2020-07-21 12:54:36pm
2632,2,2020-07-21 12:54:43pm
2632,2,2020-07-21 12:54:52pm
2136,2,2020-07-21 12:55:41pm
2724,2,2020-07-21 12:56:03pm
3522,3,2020-07-21 12:56:14pm
3522,2,2020-07-21 12:56:21pm
3683,2,2020-07-21 12:56:49pm
2891,2,2020-07-21 12:57:21pm
1971,2,2020-07-21 12:58:10pm
3254,2,2020-07-21 12:59:10pm
2185,2,2020-07-21 12:59:11pm
2185,2,2020-07-21 01:00:00pm
3002,3,2020-07-21 01:00:07pm
2025,2,2020-07-21 01:00:21pm
2025,2,2020-07-21 01:00:26pm
2468,2,2020-07-21 01:00:36pm
2781,2,2020-07-21 01:01:01pm
3403,2,2020-07-21 01:01:20pm
3023,2,2020-07-21 01:01:49pm
3690,2,2020-07-21 01:01:52pm
3377,3,2020-07-21 01:02:38pm
2111,2,2020-07-21 01:02:40pm
3605,2,2020-07-21 01:02:55pm
2677,2,2020-07-21 01:03:11pm
3023,2,2020-07-21 01:03:14pm
9065,2,2020-07-21 01:03:53pm
3285,2,2020-07-21 01:04:04pm
3003,2,2020-07-21 01:04:50pm
3229,2,2020-07-21 01:05:33pm
3229,2,2020-07-21 01:05:48pm
3003,3,2020-07-21 01:05:50pm
3509,2,2020-07-21 01:05:54pm
2778,2,2020-07-21 01:05:59pm
3003,3,2020-07-21 01:06:18pm
2701,2,2020-07-21 01:06:42pm
3003,2,2020-07-21 01:06:45pm
3315,2,2020-07-21 01:07:23pm
3620,2,2020-07-21 01:07:51pm
3003,3,2020-07-21 01:08:05pm
2468,2,2020-07-21 01:08:25pm
9065,2,2020-07-21 01:08:34pm
2468,2,2020-07-21 01:08:37pm
9065,2,2020-07-21 01:08:54pm
2655,3,2020-07-21 01:09:02pm
2919,2,2020-07-21 01:09:07pm
9065,3,2020-07-21 01:09:14pm
3216,3,2020-07-21 01:09:43pm
3651,2,2020-07-21 01:10:06pm
3647,2,2020-07-21 01:10:38pm
3318,2,2020-07-21 01:11:19pm
3647,2,2020-07-21 01:11:21pm
2920,2,2020-07-21 01:11:40pm
2198,3,2020-07-21 01:12:01pm
3642,2,2020-07-21 01:12:26pm
3642,2,2020-07-21 01:12:36pm
2198,3,2020-07-21 01:12:38pm
3347,2,2020-07-21 01:12:43pm
2664,2,2020-07-21 01:13:35pm
2163.,2,2020-07-21 01:13:49pm
3219,2,2020-07-21 01:13:50pm
2163,2,2020-07-21 01:13:58pm
3399,2,2020-07-21 01:14:05pm
3642,2,2020-07-21 01:14:32pm
2951,2,2020-07-21 01:14:35pm
3404,2,2020-07-21 01:14:38pm
3399,2,2020-07-21 01:14:39pm
3642,2,2020-07-21 01:14:39pm
2951,2,2020-07-21 01:14:48pm
2266,2,2020-07-21 01:14:55pm
3256,2,2020-07-21 01:15:23pm
2013,1,2020-07-21 01:16:04pm
2013,2,2020-07-21 01:16:37pm
2891,2,2020-07-21 01:16:52pm
3231,2,2020-07-21 01:17:01pm
2919,3,2020-07-21 01:17:16pm
3079,2,2020-07-21 01:17:16pm
3231,2,2020-07-21 01:17:20pm
3079,3,2020-07-21 01:17:37pm
2919,3,2020-07-21 01:17:38pm
2810,2,2020-07-21 01:17:42pm
3231,2,2020-07-21 01:17:43pm
2013,2,2020-07-21 01:17:48pm
3231,2,2020-07-21 01:18:22pm
2775,2,2020-07-21 01:18:26pm
3522,2,2020-07-21 01:18:27pm
2775,2,2020-07-21 01:18:29pm
2835,2,2020-07-21 01:18:32pm
3232,2,2020-07-21 01:18:33pm
2775,2,2020-07-21 01:18:34pm
3522,2,2020-07-21 01:18:41pm
3231,2,2020-07-21 01:18:43pm
2052,2,2020-07-21 01:19:16pm
3231,2,2020-07-21 01:19:51pm
3261,2,2020-07-21 01:20:26pm
3003,3,2020-07-21 01:20:39pm
9065,3,2020-07-21 01:20:39pm
1952,2,2020-07-21 01:20:42pm
9065,2,2020-07-21 01:20:43pm
2276,2,2020-07-21 01:20:44pm
2581,2,2020-07-21 01:20:48pm
9065,2,2020-07-21 01:20:49pm
2276,2,2020-07-21 01:20:57pm
3003,2,2020-07-21 01:21:01pm
2220,2,2020-07-21 01:21:18pm
2112,2,2020-07-21 01:21:23pm
2034,2,2020-07-21 01:21:31pm
3219,2,2020-07-21 01:21:36pm
3003,2,2020-07-21 01:21:44pm
3219,2,2020-07-21 01:21:49pm
2891,2,2020-07-21 01:22:47pm
2123,2,2020-07-21 01:23:33pm
2895,2,2020-07-21 01:24:05pm
9065,2,2020-07-21 01:24:29pm
2581,2,2020-07-21 01:24:31pm
3003,2,2020-07-21 01:24:32pm
9065,2,2020-07-21 01:24:42pm
2803,2,2020-07-21 01:25:18pm
3023,2,2020-07-21 01:25:39pm
3037,2,2020-07-21 01:25:43pm
5026,2,2020-07-21 01:25:57pm
2266,2,2020-07-21 01:26:02pm
3037,2,2020-07-21 01:26:07pm
5073,2,2020-07-21 01:26:15pm
3631,2,2020-07-21 01:26:46pm
5055,2,2020-07-21 01:27:22pm
2701,2,2020-07-21 01:28:27pm
2701,2,2020-07-21 01:28:31pm
2701,2,2020-07-21 01:28:39pm
2891,2,2020-07-21 01:28:50pm
2701,2,2020-07-21 01:28:50pm
2701,2,2020-07-21 01:28:55pm
2891,2,2020-07-21 01:29:14pm
2706,2,2020-07-21 01:29:22pm
2706,2,2020-07-21 01:29:24pm
3421,2,2020-07-21 01:30:08pm
2581,2,2020-07-21 01:30:27pm
3254,2,2020-07-21 01:30:56pm
3194,2,2020-07-21 01:31:09pm
2775,2,2020-07-21 01:31:21pm
3194,2,2020-07-21 01:31:36pm
5080,2,2020-07-21 01:31:51pm
3194,2,2020-07-21 01:31:51pm
3400,2,2020-07-21 01:31:58pm
3104,2,2020-07-21 01:32:01pm
2003,3,2020-07-21 01:32:08pm
3413,2,2020-07-21 01:32:13pm
3362,2,2020-07-21 01:32:28pm
3362,2,2020-07-21 01:32:29pm
3362,2,2020-07-21 01:32:36pm
3508,2,2020-07-21 01:32:42pm
3651,2,2020-07-21 01:32:48pm
3671,2,2020-07-21 01:33:06pm
2815,2,2020-07-21 01:33:10pm
2634,2,2020-07-21 01:33:26pm
3313,2,2020-07-21 01:33:36pm
3315,2,2020-07-21 01:33:38pm
3508,3,2020-07-21 01:33:41pm
3313,2,2020-07-21 01:33:46pm
3313,2,2020-07-21 01:33:59pm
2519,2,2020-07-21 01:34:22pm
2519,2,2020-07-21 01:34:29pm
2678,2,2020-07-21 01:34:34pm
2519,2,2020-07-21 01:34:35pm
3262,2,2020-07-21 01:34:36pm
2891,2,2020-07-21 01:34:46pm
2000,2,2020-07-21 01:34:49pm
2519,2,2020-07-21 01:34:50pm
2891,2,2020-07-21 01:35:32pm
2818,2,2020-07-21 01:35:38pm
2590,2,2020-07-21 01:35:46pm
2590,2,2020-07-21 01:35:49pm
5088,2,2020-07-21 01:36:22pm
2952,2,2020-07-21 01:36:29pm
2891,2,2020-07-21 01:37:14pm
2577,2,2020-07-21 01:37:28pm
2577,2,2020-07-21 01:37:30pm
2577,2,2020-07-21 01:37:32pm
2577,2,2020-07-21 01:37:34pm
2577,2,2020-07-21 01:37:36pm
2577,2,2020-07-21 01:37:36pm
2577,2,2020-07-21 01:37:36pm
2577,2,2020-07-21 01:37:37pm
2577,2,2020-07-21 01:37:37pm
2374,2,2020-07-21 01:37:52pm
2698,2,2020-07-21 01:38:04pm
3408,2,2020-07-21 01:38:21pm
5106,2,2020-07-21 01:38:24pm
2794,2,2020-07-21 01:38:30pm
2103,2,2020-07-21 01:38:57pm
2089,2,2020-07-21 01:39:01pm
3408,2,2020-07-21 01:39:17pm
2130,2,2020-07-21 01:39:24pm
3408,2,2020-07-21 01:39:29pm
2428,2,2020-07-21 01:39:43pm
2577,2,2020-07-21 01:39:50pm
3054,2,2020-07-21 01:39:55pm
2607,3,2020-07-21 01:39:56pm
2577,2,2020-07-21 01:40:08pm
2319,2,2020-07-21 01:40:13pm
2276,2,2020-07-21 01:40:28pm
2276,2,2020-07-21 01:40:36pm
3308,2,2020-07-21 01:40:47pm
3399,2,2020-07-21 01:41:08pm
2561,2,2020-07-21 01:41:27pm
3404,2,2020-07-21 01:41:52pm
3471,2,2020-07-21 01:42:18pm
2678,2,2020-07-21 01:43:19pm
1957,2,2020-07-21 01:43:58pm
2149,2,2020-07-21 01:44:17pm
3359,2,2020-07-21 01:44:53pm
2613,2,2020-07-21 01:45:10pm
2613,2,2020-07-21 01:45:12pm
2589,2,2020-07-21 01:45:28pm
 5085,2,2020-07-21 01:45:32pm
3116,2,2020-07-21 01:45:39pm
2706,2,2020-07-21 01:45:40pm
5202,2,2020-07-21 01:45:49pm
 5085,2,2020-07-21 01:45:50pm
2613,3,2020-07-21 01:45:51pm
2613,2,2020-07-21 01:46:03pm
 5085,2,2020-07-21 01:46:32pm
2666,3,2020-07-21 01:46:53pm
3362,2,2020-07-21 01:47:14pm
3362,2,2020-07-21 01:47:36pm
2891,2,2020-07-21 01:47:42pm
3362,2,2020-07-21 01:47:46pm
3362,2,2020-07-21 01:47:55pm
2913,2,2020-07-21 01:48:02pm
2579,2,2020-07-21 01:48:04pm
2891,2,2020-07-21 01:48:05pm
2913,2,2020-07-21 01:48:09pm
2891,2,2020-07-21 01:48:30pm
2383,2,2020-07-21 01:49:16pm
2381,2,2020-07-21 01:49:19pm
3053,3,2020-07-21 01:49:19pm
3053,2,2020-07-21 01:49:36pm
2579,2,2020-07-21 01:49:49pm
5202,2,2020-07-21 01:50:02pm
3053,3,2020-07-21 01:50:03pm
5202,2,2020-07-21 01:50:07pm
5068,3,2020-07-21 01:50:19pm
3053,2,2020-07-21 01:50:23pm
1991,2,2020-07-21 01:50:54pm
1991,3,2020-07-21 01:51:08pm
2790,2,2020-07-21 01:51:19pm
1991,4,2020-07-21 01:51:24pm
1991,3,2020-07-21 01:51:46pm
2214,2,2020-07-21 01:52:06pm
2163,2,2020-07-21 01:52:13pm
1991,3,2020-07-21 01:52:28pm
2214,2,2020-07-21 01:52:30pm
2163,2,2020-07-21 01:52:39pm
2163,2,2020-07-21 01:52:59pm
2579,2,2020-07-21 01:53:17pm
1991,4,2020-07-21 01:53:21pm
2459,2,2020-07-21 01:53:31pm
2933,3,2020-07-21 01:53:38pm
1991,2,2020-07-21 01:53:38pm
2214,2,2020-07-21 01:53:55pm
5073,2,2020-07-21 01:53:55pm
5080,2,2020-07-21 01:54:35pm
5134,2,2020-07-21 01:54:51pm
3254,2,2020-07-21 01:54:56pm
2581,2,2020-07-21 01:55:09pm
2166,2,2020-07-21 01:55:22pm
2166,2,2020-07-21 01:55:25pm
2166,2,2020-07-21 01:55:34pm
3322,2,2020-07-21 01:55:43pm
2337,2,2020-07-21 01:55:45pm
2581,2,2020-07-21 01:55:46pm
3015,2,2020-07-21 01:55:56pm
2590,2,2020-07-21 01:55:57pm
5140,2,2020-07-21 01:55:58pm
2262,2,2020-07-21 01:56:03pm
5115,3,2020-07-21 01:56:08pm
2389,2,2020-07-21 01:56:12pm
5115,2,2020-07-21 01:56:32pm
2375,2,2020-07-21 01:56:42pm
2642,2,2020-07-21 01:56:42pm
3332,2,2020-07-21 01:56:44pm
2380,2,2020-07-21 01:56:46pm
3332,2,2020-07-21 01:56:49pm
5101,2,2020-07-21 01:56:55pm
2380,2,2020-07-21 01:57:02pm
2432,2,2020-07-21 01:57:06pm
2694,2,2020-07-21 01:57:08pm
3509,2,2020-07-21 01:57:44pm
3399,2,2020-07-21 01:57:49pm
2576,2,2020-07-21 01:57:51pm
3034,2,2020-07-21 01:57:53pm
2281,2,2020-07-21 01:58:00pm
3509,2,2020-07-21 01:58:02pm
3058,2,2020-07-21 01:58:03pm
2281,2,2020-07-21 01:58:20pm
3553,2,2020-07-21 01:58:20pm
2129,2,2020-07-21 01:58:23pm
2281,2,2020-07-21 01:58:27pm
3118,2,2020-07-21 01:58:29pm
2298,2,2020-07-21 01:58:36pm
2026,2,2020-07-21 01:58:38pm
2775,2,2020-07-21 01:58:40pm
2775,2,2020-07-21 01:58:45pm
3194,2,2020-07-21 01:58:59pm
5088,2,2020-07-21 01:59:11pm
2775,2,2020-07-21 01:59:12pm
5142,2,2020-07-21 01:59:13pm
2033,2,2020-07-21 01:59:20pm
5036,3,2020-07-21 01:59:22pm
2033,2,2020-07-21 01:59:26pm
3404,2,2020-07-21 01:59:27pm
3660,2,2020-07-21 01:59:33pm
2157,2,2020-07-21 01:59:37pm
5036,3,2020-07-21 01:59:41pm
2146,2,2020-07-21 01:59:49pm
3107,2,2020-07-21 01:59:50pm
5128,2,2020-07-21 01:59:51pm
3660,2,2020-07-21 01:59:55pm
2112,2,2020-07-21 02:00:09pm
2262,2,2020-07-21 02:00:10pm
2262,2,2020-07-21 02:00:11pm
2062,2,2020-07-21 02:00:15pm
3651,2,2020-07-21 02:00:19pm
3693,2,2020-07-21 02:00:21pm
2775,2,2020-07-21 02:00:25pm
2775,2,2020-07-21 02:00:30pm
2162,2,2020-07-21 02:00:30pm
3400,2,2020-07-21 02:00:31pm
2655,2,2020-07-21 02:00:37pm
2814,2,2020-07-21 02:00:39pm
9065,2,2020-07-21 02:00:48pm
5002,2,2020-07-21 02:00:49pm
3347,2,2020-07-21 02:00:50pm
2106,2,2020-07-21 02:00:50pm
2129,2,2020-07-21 02:00:54pm
2262,2,2020-07-21 02:00:54pm
2220,2,2020-07-21 02:00:54pm
5002,2,2020-07-21 02:01:01pm
2106,2,2020-07-21 02:01:01pm
5257,2,2020-07-21 02:01:03pm
3287,2,2020-07-21 02:01:10pm
2612,2,2020-07-21 02:01:11pm
3400,2,2020-07-21 02:01:12pm
2527,2,2020-07-21 02:01:14pm
3254,2,2020-07-21 02:01:15pm
2394,2,2020-07-21 02:01:22pm
1964,2,2020-07-21 02:01:23pm
1971,2,2020-07-21 02:01:24pm
3347,2,2020-07-21 02:01:26pm
2487,2,2020-07-21 02:01:26pm
2487,2,2020-07-21 02:01:28pm
